Species,Height,Diameter,Canopy_size,Leaf_area,CO2
Celtis australis,12.0,15.0,12.6,24.7,0.8
Aesculus hippocastanum,6.0,15.0,7.1,14.5,2.3
Aesculus hippocastanum,8.0,40.0,28.3,88.7,9.6
Aesculus hippocastanum,6.0,30.0,28.3,88.2,6.2
Aesculus hippocastanum,7.0,35.0,19.6,63.7,7.8
Aesculus hippocastanum,8.0,25.0,12.6,28.8,4.8
Aesculus hippocastanum,14.0,60.0,63.6,295.7,17.9
Aesculus hippocastanum,6.0,15.0,7.1,16.4,2.3
Aesculus hippocastanum,8.0,35.0,28.3,102.2,7.9
Aesculus hippocastanum,8.0,30.0,50.3,195.0,6.3
Carpinus betulus,10.0,18.0,28.3,96.2,3.5
Carpinus betulus,6.0,16.0,12.6,30.7,3.0
Carpinus betulus,10.0,10.0,7.1,15.5,1.7
Carpinus betulus,10.0,10.0,7.1,16.7,1.7
Carpinus betulus,12.0,20.0,7.1,29.4,3.9
Carpinus betulus,12.0,20.0,7.1,22.7,3.9
Carpinus betulus,18.0,25.0,12.6,61.4,5.3
Carpinus betulus,20.0,25.0,12.6,83.8,5.3
Carpinus betulus,12.0,40.0,28.3,107.8,4.4
Carpinus betulus,12.0,40.0,50.3,266.5,4.4
Carpinus betulus,6.0,13.0,12.6,28.6,2.3
Carpinus betulus,6.0,13.0,12.6,28.6,2.3
Carpinus betulus,6.0,13.0,12.6,25.3,2.3
Celtis australis,10.0,25.0,63.6,193.6,1.2
Celtis australis,10.0,25.0,63.6,193.6,1.2
Celtis australis,12.0,27.0,78.5,225.8,1.2
Celtis australis,20.0,30.0,12.6,51.2,1.3
Celtis australis,7.0,15.0,12.6,19.6,0.8
Platanus x hispanica,25.0,160.0,283.5,966.8,0.3
Platanus x hispanica,26.0,170.0,380.1,1615.6,8.1
Platanus x hispanica,26.0,190.0,415.5,1873.4,8.1
Platanus x hispanica,25.0,180.0,380.1,1615.6,8.1
Platanus x hispanica,20.0,90.0,113.1,487.2,36.5
Platanus x hispanica,20.0,120.0,113.1,501.9,5.5
Platanus x hispanica,21.0,100.0,201.1,710.8,34.9
Aesculus hippocastanum,3.0,8.0,7.1,13.6,0.9
Carpinus betulus,6.0,13.0,12.6,23.6,2.3
Carpinus betulus,5.0,30.0,19.6,48.7,6.7
Aesculus hippocastanum,7.5,18.0,12.6,24.9,3.0
Aesculus hippocastanum,8.0,16.0,9.6,24.9,2.6
Aesculus hippocastanum,12.0,22.0,9.6,29.8,4.2
Celtis australis,10.0,29.0,50.3,165.8,1.3
Celtis australis,8.0,35.0,78.5,277.7,1.5
Platanus x hispanica,10.0,28.0,78.5,275.9,6.7
Platanus x hispanica,10.0,26.0,95.0,301.3,6.0
Platanus x hispanica,6.5,16.0,19.6,39.3,3.0
Platanus x hispanica,6.5,15.0,19.6,29.6,2.7
Tilia cordata,10.0,30.0,78.5,271.3,4.9
Celtis australis,14.0,52.0,113.1,455.5,2.0
Celtis australis,12.5,45.0,78.5,291.9,1.8
Celtis australis,10.0,28.0,113.1,318.2,1.3
Tilia x europaea,10.0,32.0,63.6,268.3,12.7
Tilia x europaea,10.0,28.0,50.3,162.3,10.6
Tilia x europaea,10.0,42.0,78.5,325.7,18.3
Platanus x hispanica,3.0,10.0,3.1,4.9,1.5
Tilia cordata,4.0,8.0,1.8,3.5,0.8
Tilia cordata,5.0,10.0,7.1,12.8,1.1
Tilia cordata,4.5,10.0,3.1,6.1,1.1
Tilia x europaea,7.0,21.0,28.3,60.6,7.2
Tilia x europaea,6.0,13.0,12.6,24.0,3.8
Tilia x europaea,8.0,21.0,28.3,82.5,7.2
Tilia x europaea,4.5,14.0,12.6,23.9,4.2
Tilia x europaea,7.0,20.0,12.6,27.9,6.7
Tilia x europaea,8.0,19.0,50.3,160.3,6.3
Tilia x europaea,8.0,24.0,50.3,174.1,8.6
Tilia x europaea,8.0,25.0,33.2,106.3,9.1
Celtis australis,13.0,42.3,38.5,138.1,1.7
Platanus x hispanica,24.0,110.0,314.2,1218.6,30.1
Platanus x hispanica,25.0,160.0,452.4,1772.8,0.3
Celtis australis,9.0,3.0,50.3,72.1,0.3
Tilia x europaea,15.0,25.0,7.1,30.7,9.1
Tilia x europaea,8.0,2.0,0.8,1.9,0.3
Celtis australis,20.0,28.0,7.1,42.2,1.3
Aesculus hippocastanum,8.0,28.0,28.3,94.5,5.7
Tilia x europaea,8.0,25.0,28.3,87.7,9.1
Tilia x europaea,6.0,16.0,7.1,13.4,5.0
Tilia x europaea,10.0,32.0,63.6,237.5,12.7
Tilia x europaea,10.0,38.0,78.5,314.4,16.0
Tilia x europaea,10.0,40.0,78.5,340.9,17.1
Tilia x europaea,10.0,42.0,78.5,368.0,18.3
Tilia x europaea,10.0,28.0,50.3,196.1,10.6
Carpinus betulus,14.0,32.8,12.6,64.2,6.6
Carpinus betulus,12.0,21.0,28.3,111.5,4.2
Carpinus betulus,10.0,21.0,28.3,84.1,4.2
Carpinus betulus,12.0,22.0,38.5,160.0,4.5
Carpinus betulus,14.0,17.0,38.5,158.1,3.2
Carpinus betulus,13.0,26.0,38.5,136.0,5.6
Celtis australis,9.0,25.0,50.3,152.4,1.2
Celtis australis,8.3,30.1,35.2,85.1,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Aesculus hippocastanum,6.0,16.0,7.1,15.8,2.5
Aesculus hippocastanum,12.0,50.0,50.3,204.7,13.6
Aesculus hippocastanum,12.0,40.0,28.3,106.8,9.8
Aesculus hippocastanum,8.0,22.0,50.3,134.6,4.0
Aesculus hippocastanum,7.0,30.0,12.6,37.6,6.2
Aesculus hippocastanum,12.0,40.0,28.3,99.4,9.8
Aesculus hippocastanum,12.0,60.0,50.3,283.5,17.7
Aesculus hippocastanum,8.0,20.0,28.3,79.1,3.5
Aesculus hippocastanum,12.0,30.0,28.3,116.6,6.5
Aesculus hippocastanum,8.0,28.0,28.3,72.8,5.7
Aesculus hippocastanum,9.0,38.0,50.3,218.9,8.9
Aesculus hippocastanum,8.0,35.0,12.6,37.3,7.9
Aesculus hippocastanum,8.0,40.0,28.3,82.5,9.6
Aesculus hippocastanum,8.0,35.0,28.3,102.2,7.9
Aesculus hippocastanum,6.0,36.0,28.3,88.7,8.1
Aesculus hippocastanum,6.0,25.0,28.3,82.7,4.7
Aesculus hippocastanum,9.0,45.0,50.3,232.4,11.4
Aesculus hippocastanum,5.0,18.0,7.1,13.5,2.9
Aesculus hippocastanum,8.0,50.0,28.3,116.0,13.3
Aesculus hippocastanum,10.0,30.0,28.3,106.2,6.4
Aesculus hippocastanum,12.0,65.0,50.3,291.7,20.0
Aesculus hippocastanum,6.0,30.0,12.6,35.4,6.2
Aesculus hippocastanum,9.0,35.0,28.3,94.8,7.9
Aesculus hippocastanum,12.0,65.0,63.6,310.7,20.0
Aesculus hippocastanum,7.0,32.0,28.3,72.8,6.8
Aesculus hippocastanum,8.0,35.0,28.3,90.5,7.9
Aesculus hippocastanum,7.0,30.0,28.3,92.4,6.2
Aesculus hippocastanum,12.0,65.0,28.3,153.2,20.0
Aesculus hippocastanum,12.0,50.0,38.5,163.2,13.6
Aesculus hippocastanum,12.0,18.0,28.3,75.0,3.2
Aesculus hippocastanum,12.0,70.0,50.3,299.4,22.3
Aesculus hippocastanum,7.0,30.0,28.3,81.8,6.2
Aesculus hippocastanum,5.0,18.0,12.6,23.0,2.9
Aesculus hippocastanum,12.0,30.0,38.5,164.7,6.5
Aesculus hippocastanum,12.0,60.0,28.3,148.9,17.7
Aesculus hippocastanum,7.0,20.0,28.3,66.3,3.5
Aesculus hippocastanum,12.0,65.0,50.3,258.1,20.0
Aesculus hippocastanum,9.0,25.0,28.3,84.2,4.9
Aesculus hippocastanum,6.0,25.0,28.3,82.7,4.7
Aesculus hippocastanum,9.0,60.0,28.3,129.5,17.5
Aesculus hippocastanum,6.0,25.0,7.1,19.6,4.7
Aesculus hippocastanum,7.0,20.0,28.3,66.3,3.5
Aesculus hippocastanum,6.0,15.0,12.6,27.7,2.3
Aesculus hippocastanum,12.0,85.0,78.5,507.0,29.7
Aesculus hippocastanum,7.0,40.0,50.3,196.9,9.5
Aesculus hippocastanum,12.0,80.0,78.5,496.2,27.2
Aesculus hippocastanum,12.0,72.0,78.5,478.1,23.3
Aesculus hippocastanum,12.0,72.0,50.3,267.6,23.3
Aesculus hippocastanum,12.0,70.0,38.5,222.1,22.3
Aesculus hippocastanum,10.0,60.0,63.6,346.8,17.6
Aesculus hippocastanum,6.0,30.0,7.1,16.1,6.2
Aesculus hippocastanum,12.0,40.0,28.3,129.0,9.8
Aesculus hippocastanum,4.0,20.0,3.1,8.8,3.4
Aesculus hippocastanum,12.0,80.0,50.3,313.9,27.2
Aesculus hippocastanum,12.0,70.0,78.5,391.8,22.3
Aesculus hippocastanum,10.0,50.0,38.5,182.2,13.4
Aesculus hippocastanum,12.0,70.0,78.5,446.2,22.3
Aesculus hippocastanum,12.0,50.0,78.5,420.4,13.6
Aesculus hippocastanum,12.0,80.0,78.5,439.2,27.2
Aesculus hippocastanum,10.0,45.0,19.6,81.7,11.5
Aesculus hippocastanum,3.0,10.0,3.1,5.8,1.2
Carpinus betulus,6.0,13.0,12.6,28.6,2.3
Carpinus betulus,10.0,50.0,153.9,626.3,0.3
Platanus x hispanica,25.0,190.0,314.2,1416.6,8.1
Platanus x hispanica,25.0,180.0,314.2,1172.3,8.1
Platanus x hispanica,17.0,100.0,176.7,662.8,34.9
Platanus x hispanica,26.0,190.0,530.9,2118.9,8.1
Platanus x hispanica,26.0,100.0,380.1,1425.7,34.9
Platanus x hispanica,27.0,190.0,452.4,1688.2,8.1
Celtis australis,13.0,48.0,78.5,321.0,1.8
Celtis australis,4.5,15.0,9.6,15.7,0.8
Celtis australis,6.0,18.0,12.6,23.8,0.9
Celtis australis,6.0,16.0,12.6,17.6,0.8
Celtis australis,7.0,20.0,28.3,53.5,1.0
Celtis australis,8.0,28.0,50.3,118.2,1.3
Celtis australis,6.0,26.0,38.5,99.7,1.2
Carpinus betulus,5.0,12.0,9.6,17.8,2.1
Carpinus betulus,5.0,12.0,7.1,11.8,2.1
Carpinus betulus,4.5,12.0,4.9,11.1,2.1
Carpinus betulus,4.5,10.0,4.9,10.4,1.7
Carpinus betulus,3.0,8.0,0.8,2.7,1.3
Carpinus betulus,5.0,10.0,4.9,9.0,1.7
Carpinus betulus,9.0,29.0,63.6,234.7,6.4
Carpinus betulus,8.0,26.0,50.3,177.9,5.6
Carpinus betulus,6.0,11.0,7.1,13.2,1.9
Carpinus betulus,7.0,13.0,19.6,43.1,2.3
Carpinus betulus,7.0,13.0,19.6,48.7,2.3
Carpinus betulus,7.0,13.0,12.6,28.6,2.3
Carpinus betulus,7.0,13.0,7.1,16.0,2.3
Carpinus betulus,7.0,15.0,12.6,31.9,2.7
Carpinus betulus,7.0,15.0,12.6,31.9,2.7
Carpinus betulus,7.0,15.0,12.6,26.4,2.7
Carpinus betulus,7.0,15.0,12.6,31.9,2.7
Carpinus betulus,7.0,13.0,7.1,18.0,2.3
Carpinus betulus,7.0,15.0,12.6,31.9,2.7
Carpinus betulus,7.0,13.0,7.1,18.0,2.3
Carpinus betulus,7.0,13.0,7.1,16.0,2.3
Tilia cordata,6.0,15.0,12.6,23.8,1.9
Tilia cordata,4.0,9.0,4.9,7.7,1.0
Tilia cordata,4.0,11.0,7.1,12.4,1.3
Tilia cordata,5.0,12.0,12.6,22.0,1.4
Tilia cordata,7.0,17.0,28.3,56.5,2.3
Tilia cordata,7.0,19.0,28.3,76.2,2.6
Aesculus hippocastanum,8.4,39.6,32.7,107.0,9.4
Aesculus hippocastanum,8.4,39.6,32.7,129.2,9.4
Aesculus hippocastanum,8.4,39.6,32.7,99.5,9.4
Aesculus hippocastanum,8.4,39.6,32.7,99.5,9.4
Aesculus hippocastanum,8.4,39.6,32.7,107.0,9.4
Aesculus hippocastanum,8.4,39.6,32.7,129.2,9.4
Aesculus hippocastanum,8.4,39.6,32.7,129.2,9.4
Aesculus hippocastanum,8.4,39.6,32.7,99.5,9.4
Aesculus hippocastanum,8.4,39.6,32.7,129.2,9.4
Aesculus hippocastanum,9.0,32.0,28.3,103.8,6.9
Aesculus hippocastanum,12.0,50.0,63.6,263.5,13.6
Aesculus hippocastanum,9.5,26.0,38.5,133.7,5.2
Aesculus hippocastanum,10.0,25.0,38.5,134.5,4.9
Aesculus hippocastanum,9.0,29.0,19.6,66.3,6.0
Aesculus hippocastanum,10.0,26.0,28.3,101.0,5.2
Aesculus hippocastanum,9.5,24.0,38.5,130.0,4.6
Carpinus betulus,14.0,19.0,50.3,218.6,3.7
Carpinus betulus,13.0,23.0,50.3,226.4,4.7
Carpinus betulus,14.0,18.0,12.6,48.9,3.5
Carpinus betulus,7.0,18.0,12.6,32.1,3.5
Carpinus betulus,8.0,20.0,78.5,235.9,3.9
Carpinus betulus,6.2,17.0,10.1,19.7,3.2
Carpinus betulus,11.0,16.0,28.3,96.7,3.0
Carpinus betulus,12.0,29.0,78.5,311.2,6.4
Carpinus betulus,6.2,17.0,10.1,25.6,3.2
Celtis australis,15.0,54.0,95.0,374.4,2.0
Celtis australis,14.0,57.0,113.1,362.4,2.1
Celtis australis,20.0,52.0,113.1,468.2,2.0
Celtis australis,15.0,50.0,95.0,388.0,1.9
Celtis australis,15.0,52.0,113.1,405.0,2.0
Celtis australis,15.0,50.0,95.0,411.7,1.9
Celtis australis,13.0,51.0,103.9,429.6,1.9
Celtis australis,13.0,54.0,113.1,459.5,2.0
Celtis australis,15.0,50.0,95.0,411.7,1.9
Celtis australis,13.0,58.0,113.1,390.0,2.1
Celtis australis,15.0,57.0,113.1,418.4,2.1
Celtis australis,13.0,58.0,113.1,444.2,2.1
Celtis australis,14.0,57.0,113.1,470.5,2.1
Celtis australis,15.0,60.0,113.1,481.3,2.2
Celtis australis,15.0,63.0,132.7,394.6,2.1
Celtis australis,13.0,56.0,113.1,465.5,2.1
Celtis australis,13.0,50.0,95.0,402.3,1.9
Celtis australis,14.0,56.0,113.1,467.6,2.1
Celtis australis,15.0,56.0,103.9,373.5,2.1
Celtis australis,14.0,51.0,113.1,452.4,1.9
Celtis australis,14.0,55.0,113.1,464.6,2.0
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,14.0,53.0,103.9,413.8,2.0
Celtis australis,13.0,55.0,95.0,416.1,2.0
Celtis australis,15.0,56.0,95.0,354.6,2.1
Celtis australis,14.0,56.0,95.0,399.2,2.1
Celtis australis,14.0,60.0,113.1,479.1,2.2
Celtis australis,14.0,56.0,113.1,467.6,2.1
Celtis australis,14.0,60.0,113.1,369.0,2.2
Celtis australis,15.0,68.0,132.7,526.4,1.9
Celtis australis,14.0,68.0,122.7,457.6,1.9
Celtis australis,14.0,61.0,122.7,469.0,2.2
Celtis australis,13.0,56.0,95.0,418.7,2.1
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,14.0,62.0,113.1,373.3,2.1
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,13.0,65.0,122.7,420.7,2.0
Celtis australis,13.0,62.0,113.1,454.8,2.1
Celtis australis,14.0,50.0,113.1,449.3,1.9
Celtis australis,3.5,7.0,1.8,2.9,0.5
Celtis australis,13.0,55.0,103.9,365.2,2.0
Celtis australis,14.0,65.0,113.1,492.9,2.0
Celtis australis,11.0,32.0,63.6,229.9,1.4
Celtis australis,11.0,24.0,50.3,141.8,1.1
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,15.0,50.0,113.1,399.4,1.9
Celtis australis,15.0,50.0,113.1,373.5,1.9
Celtis australis,15.0,50.0,113.1,425.4,1.9
Celtis australis,15.0,50.0,113.1,451.3,1.9
Celtis australis,15.0,50.0,113.1,425.4,1.9
Celtis australis,15.0,50.0,113.1,347.6,1.9
Celtis australis,15.0,30.0,113.1,290.2,1.3
Celtis australis,8.3,30.1,35.2,85.1,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,96.9,1.3
Celtis australis,8.3,30.1,35.2,96.9,1.3
Celtis australis,8.3,30.1,35.2,85.1,1.3
Celtis australis,8.3,30.1,35.2,85.1,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,96.9,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,79.2,1.3
Celtis australis,8.3,30.1,35.2,96.9,1.3
Celtis australis,8.3,30.1,35.2,85.1,1.3
Celtis australis,14.0,28.0,50.3,165.1,1.3
Celtis australis,3.5,7.0,0.8,2.5,0.5
Celtis australis,12.0,44.0,63.6,203.2,1.7
Celtis australis,12.0,44.0,63.6,248.7,1.7
Celtis australis,6.0,27.0,50.3,117.5,1.2
Celtis australis,12.0,42.0,78.5,245.6,1.7
Celtis australis,12.0,46.0,78.5,329.3,1.8
Celtis australis,14.0,60.0,113.1,479.1,2.2
Celtis australis,13.0,39.0,78.5,316.5,1.6
Celtis australis,12.0,42.0,95.0,352.5,1.7
Celtis australis,13.0,55.0,95.0,320.4,2.0
Celtis australis,13.0,52.0,103.9,432.6,2.0
Celtis australis,7.0,26.0,38.5,103.7,1.2
Celtis australis,11.5,32.0,86.6,313.2,1.4
Celtis australis,6.0,25.0,28.3,55.2,1.2
Celtis australis,13.0,54.0,122.7,366.7,2.0
Celtis australis,13.0,50.0,113.1,447.2,1.9
Celtis australis,15.0,45.0,95.0,351.1,1.8
Celtis australis,13.0,48.0,103.9,348.0,1.8
Celtis australis,19.0,48.0,103.9,390.6,1.8
Celtis australis,12.0,50.0,103.9,350.3,1.9
Celtis australis,12.0,50.0,113.1,368.4,1.9
Celtis australis,12.0,52.0,122.7,388.4,2.0
Celtis australis,12.0,47.0,95.0,389.1,1.8
Celtis australis,12.0,50.0,113.1,342.8,1.9
Celtis australis,12.0,52.0,113.1,451.4,2.0
Celtis australis,12.0,50.0,113.1,445.2,1.9
Celtis australis,12.0,50.0,113.1,445.2,1.9
Celtis australis,14.0,48.0,95.0,308.9,1.8
Celtis australis,18.0,49.0,95.0,398.9,1.9
Celtis australis,15.0,53.0,113.1,354.8,2.0
Celtis australis,15.0,58.0,122.7,489.4,2.1
Celtis australis,13.0,55.0,122.7,479.2,2.0
Celtis australis,13.0,52.0,113.1,427.4,2.0
Celtis australis,15.0,50.0,95.0,317.1,1.9
Celtis australis,20.0,53.0,113.1,363.0,2.0
Celtis australis,8.0,19.0,23.8,44.9,1.0
Celtis australis,15.0,50.0,113.1,451.3,1.9
Celtis australis,15.0,50.0,113.1,373.5,1.9
Celtis australis,15.0,50.0,113.1,451.3,1.9
Celtis australis,6.0,22.0,28.3,49.1,1.1
Celtis australis,15.0,50.0,113.1,451.3,1.9
Celtis australis,6.0,19.0,28.3,53.6,1.0
Celtis australis,4.5,14.0,12.6,19.9,0.8
Celtis australis,4.5,18.0,12.6,20.5,0.9
Celtis australis,4.5,16.0,12.6,20.9,0.8
Celtis australis,4.5,16.0,12.6,20.9,0.8
Celtis australis,4.5,16.0,12.6,18.5,0.8
Celtis australis,6.0,20.0,28.3,58.2,1.0
Celtis australis,6.0,25.0,28.3,66.8,1.2
Celtis australis,6.0,19.0,28.3,60.6,1.0
Celtis australis,5.0,16.0,19.6,35.0,0.8
Celtis australis,5.0,16.0,19.6,27.0,0.8
Celtis australis,5.0,16.0,19.6,33.0,0.8
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,6.0,18.0,28.3,49.2,0.9
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,85.1,1.3
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,6.0,19.0,28.3,53.6,1.0
Celtis australis,6.0,19.0,28.3,60.6,1.0
Celtis australis,5.0,15.0,9.6,12.5,0.8
Celtis australis,4.5,14.0,9.6,15.3,0.8
Celtis australis,5.5,17.0,12.6,22.7,0.9
Celtis australis,6.0,15.0,9.6,14.3,0.8
Celtis australis,8.3,30.1,35.2,102.8,1.3
Celtis australis,10.0,25.0,63.6,205.4,1.2
Celtis australis,11.0,39.0,78.5,304.9,1.6
Celtis australis,12.5,40.0,95.0,327.2,1.6
Celtis australis,13.0,39.0,95.0,326.2,1.6
Celtis australis,15.0,50.0,113.1,373.5,1.9
Celtis australis,11.0,34.0,50.3,160.4,1.4
Celtis australis,10.0,25.0,28.3,61.9,1.2
Celtis australis,9.0,19.0,19.6,40.8,1.0
Celtis australis,11.0,40.0,63.6,234.4,1.6
Celtis australis,12.0,48.0,63.6,209.5,1.8
Celtis australis,6.0,20.0,28.3,47.5,1.0
Celtis australis,5.0,9.0,12.6,17.6,0.6
Celtis australis,7.5,13.0,28.3,43.8,0.7
Celtis australis,7.5,14.0,28.3,58.3,0.8
Celtis australis,12.0,28.0,113.1,362.8,1.3
Celtis australis,14.0,33.0,95.0,290.9,1.4
Celtis australis,15.0,45.0,132.7,376.6,1.8
Celtis australis,13.0,40.0,63.6,261.7,1.6
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,13.0,48.0,78.5,321.0,1.8
Celtis australis,11.0,17.0,12.6,31.6,0.9
Celtis australis,11.0,16.0,12.6,23.8,0.8
Celtis australis,11.0,18.0,38.5,88.2,0.9
Celtis australis,11.0,24.0,38.5,97.7,1.1
Celtis australis,11.0,25.0,63.6,186.5,1.2
Celtis australis,8.3,30.1,35.2,91.0,1.3
Celtis australis,8.3,30.1,35.2,96.9,1.3
Celtis australis,10.0,45.0,38.5,141.7,1.8
Celtis australis,10.0,38.0,38.5,125.8,1.6
Celtis australis,8.0,22.0,50.3,141.0,1.1
Celtis australis,9.0,27.0,50.3,156.5,1.2
Celtis australis,10.0,29.0,63.6,216.4,1.3
Celtis australis,11.0,55.0,78.5,265.1,2.0
Celtis australis,11.0,32.0,63.6,229.9,1.4
Celtis australis,10.0,35.0,50.3,177.2,1.5
Celtis australis,10.0,38.0,50.3,172.0,1.6
Celtis australis,10.0,38.0,50.3,182.4,1.6
Celtis australis,10.0,28.0,50.3,145.0,1.3
Celtis australis,10.0,34.0,50.3,175.4,1.4
Celtis australis,12.0,42.0,50.3,201.7,1.7
Celtis australis,12.0,58.0,63.6,257.5,2.1
Celtis australis,12.0,54.0,63.6,267.3,2.0
Celtis australis,8.0,25.0,28.3,73.2,1.2
Celtis australis,12.0,49.0,63.6,274.1,1.9
Celtis australis,4.0,11.0,12.6,17.8,0.7
Celtis australis,10.0,32.0,50.3,171.7,1.4
Celtis australis,14.0,25.0,38.5,134.8,1.2
Celtis australis,14.0,29.0,50.3,178.0,1.3
Celtis australis,8.5,22.0,28.3,63.4,1.1
Carpinus betulus,13.0,23.0,50.3,226.4,4.7
Celtis australis,11.0,34.0,50.3,181.2,1.4
Celtis australis,5.0,7.3,3.1,4.1,0.5
Tilia cordata,4.0,9.0,3.1,6.4,1.0
Tilia cordata,8.0,18.0,50.3,157.8,2.4
Tilia cordata,4.0,7.0,3.1,4.9,0.7
Tilia cordata,6.4,18.6,14.9,35.4,2.6
Tilia cordata,6.4,18.6,14.9,29.3,2.6
Tilia cordata,6.4,18.6,14.9,35.4,2.6
Tilia cordata,7.0,29.0,28.3,78.3,4.7
Tilia cordata,6.4,18.6,14.9,33.4,2.6
Tilia cordata,6.4,18.6,14.9,35.4,2.6
Tilia cordata,6.4,18.6,14.9,35.4,2.6
Tilia cordata,6.4,18.6,14.9,31.4,2.6
Tilia cordata,6.4,18.6,14.9,29.3,2.6
Tilia cordata,6.4,18.6,14.9,33.4,2.6
Tilia cordata,6.4,18.6,14.9,35.4,2.6
Tilia x europaea,12.0,38.0,95.0,332.9,16.0
Tilia x europaea,11.0,34.0,78.5,347.9,13.8
Tilia x europaea,10.0,28.0,50.3,173.6,10.6
Tilia x europaea,11.0,38.0,78.5,361.8,16.0
Tilia x europaea,13.0,43.0,95.0,456.8,18.9
Tilia x europaea,13.0,36.0,78.5,326.0,14.9
Tilia x europaea,13.0,44.0,95.0,460.5,19.5
Tilia x europaea,10.0,24.0,19.6,52.3,8.6
Tilia x europaea,12.0,38.0,95.0,432.2,16.0
Tilia x europaea,11.0,38.0,95.0,329.1,16.0
Tilia x europaea,12.0,39.0,78.5,372.0,16.6
Tilia x europaea,12.0,36.0,95.0,424.1,14.9
Tilia x europaea,11.0,40.0,78.5,368.4,17.1
Tilia x europaea,12.0,27.0,78.5,289.1,10.1
Tilia x europaea,12.0,40.0,95.0,339.0,17.1
Tilia x europaea,11.0,38.0,63.6,275.7,16.0
Tilia x europaea,15.0,50.0,95.0,379.7,23.2
Tilia x europaea,12.0,32.0,28.3,115.2,12.7
Tilia x europaea,18.0,42.0,95.0,369.6,18.3
Tilia x europaea,14.0,34.0,63.6,251.2,13.8
Tilia x europaea,15.0,56.0,113.1,530.2,27.0
Tilia x europaea,15.0,40.0,153.9,462.1,17.1
Tilia x europaea,13.0,40.0,95.0,419.7,17.1
Tilia x europaea,12.0,56.0,153.9,500.5,27.0
Tilia x europaea,15.0,35.0,95.0,384.7,14.3
Tilia x europaea,8.6,29.8,24.3,62.1,11.5
Tilia x europaea,8.6,29.8,24.3,76.0,11.5
Tilia x europaea,8.6,29.8,24.3,62.1,11.5
Tilia x europaea,20.0,71.3,78.5,533.8,37.5
Tilia x europaea,13.0,36.0,95.0,379.7,14.9
Celtis australis,6.0,25.0,28.3,66.8,1.2
Aesculus hippocastanum,8.4,10.0,28.3,63.1,1.4
Aesculus hippocastanum,8.4,20.0,28.3,75.7,3.5
Aesculus hippocastanum,8.4,20.0,28.3,85.5,3.5
Aesculus hippocastanum,8.4,35.0,28.3,104.2,7.9
Aesculus hippocastanum,8.4,35.0,28.3,92.2,7.9
Aesculus hippocastanum,8.4,35.0,28.3,80.3,7.9
Aesculus hippocastanum,8.4,35.0,28.3,104.2,7.9
Tilia x europaea,5.0,4.0,1.8,3.8,0.8
Tilia x europaea,5.0,4.0,1.8,3.6,0.8
Tilia x europaea,5.0,4.0,1.8,3.4,0.8
Aesculus hippocastanum,12.0,100.0,176.7,701.8,17.0
Platanus x hispanica,26.0,200.0,314.2,1090.9,8.1
Platanus x hispanica,18.0,150.0,314.2,1359.6,0.3
Platanus x hispanica,15.0,170.0,201.1,802.4,8.1
Platanus x hispanica,25.0,150.0,452.4,1957.9,0.3
Platanus x hispanica,18.0,180.0,227.0,1023.5,8.1
Platanus x hispanica,25.0,180.0,380.1,1418.5,8.1
Platanus x hispanica,23.0,140.0,254.5,1013.0,0.7
Platanus x hispanica,19.0,150.0,254.5,1101.3,0.3
Platanus x hispanica,18.0,130.0,254.5,986.9,3.1
Platanus x hispanica,14.0,50.0,176.7,459.3,15.7
Platanus x hispanica,14.0,210.0,415.5,1873.4,8.1
