Height,Diameter,Canopy_size,Leaf_area
18.0,70.0,28.3,122.1
21.0,70.0,28.3,149.4
6.0,26.0,7.1,15.0
4.0,13.0,7.1,10.3
4.0,13.0,7.1,10.3
4.0,13.0,7.1,7.9
4.0,25.0,7.1,11.5
5.0,31.0,50.3,135.5
7.0,33.0,38.5,96.7
5.0,15.0,12.6,25.3
5.0,33.0,50.3,148.5
21.0,70.0,28.3,140.3
21.0,70.0,28.3,158.5
21.0,70.0,28.3,158.5
21.0,70.0,28.3,158.5
5.0,21.0,7.1,9.8
5.0,26.0,19.6,33.7
5.0,28.0,19.6,36.9
3.0,8.0,0.8,1.8
5.0,28.0,19.6,34.6
3.0,16.0,12.6,22.9
13.0,46.0,38.5,156.8
6.0,22.0,7.1,13.9
3.0,8.0,0.8,1.8
6.0,29.0,7.1,11.8
3.0,8.0,0.8,1.4
6.0,35.0,19.6,39.5
3.0,8.0,0.8,1.7
6.0,35.0,19.6,44.7
6.0,28.0,7.1,11.6
15.0,70.0,38.5,137.3
19.0,60.0,19.6,85.9
21.0,60.0,19.6,108.0
25.0,90.0,95.0,360.4
19.0,75.0,95.0,597.7
19.0,75.0,95.0,494.6
19.0,75.0,95.0,597.7
8.0,35.0,50.3,210.4
5.0,16.0,3.1,9.5
8.0,45.0,50.3,187.9
8.0,45.0,50.3,201.9
5.0,25.0,19.6,42.6
10.0,48.0,63.6,221.9
6.0,12.0,7.1,13.3
6.0,15.0,7.1,14.4
6.0,12.0,4.9,8.4
6.0,12.0,4.9,10.1
6.0,12.0,7.1,13.3
5.0,9.0,7.1,11.3
6.0,14.0,15.9,25.2
6.0,14.0,12.6,22.5
6.0,5.0,3.1,4.1
6.0,7.0,7.1,8.3
4.0,5.0,0.8,1.9
5.0,9.0,3.1,4.9
6.0,12.0,4.9,8.3
5.0,12.0,3.1,5.4
4.0,7.0,7.1,6.0
6.0,15.0,12.6,24.4
6.0,12.0,7.1,12.6
5.0,12.0,3.1,5.4
6.0,17.0,12.6,19.7
5.0,12.0,3.1,6.2
5.0,12.0,3.1,7.0
4.0,4.0,4.9,5.4
4.0,4.0,4.9,5.4
4.0,5.0,4.9,4.8
4.0,5.0,4.9,5.5
4.0,12.0,12.6,17.8
4.0,5.0,4.9,4.5
6.0,9.0,7.1,10.8
3.0,4.0,4.9,5.9
3.0,4.0,4.9,5.9
6.0,12.0,7.1,12.6
3.0,18.7,3.1,6.5
2.5,3.0,3.1,3.4
5.0,10.0,4.9,7.3
5.0,8.0,4.9,5.7
4.0,4.0,4.9,4.4
5.0,12.0,12.6,15.6
3.0,4.0,4.9,5.9
6.0,12.0,4.9,10.1
3.0,4.0,4.9,5.6
3.0,3.0,4.9,5.3
3.0,4.0,3.1,3.8
3.0,4.0,3.1,2.9
4.0,4.0,3.1,3.3
5.0,5.0,3.1,4.9
4.5,5.0,3.1,3.9
4.5,6.0,3.1,3.8
6.0,12.0,7.1,13.3
6.0,12.0,7.1,13.3
6.0,12.0,4.9,10.1
4.0,3.0,4.9,4.8
3.0,4.0,4.9,5.9
4.0,12.0,12.6,17.8
8.0,60.0,19.6,67.3
9.0,60.0,12.6,37.9
9.0,30.0,12.6,38.5
12.0,70.0,113.1,501.3
6.0,35.0,19.6,65.5
6.0,35.0,19.6,61.7
6.0,42.0,19.6,53.8
5.0,25.0,7.1,15.8
4.0,8.0,3.1,4.8
4.0,8.0,3.1,5.1
7.0,30.0,12.6,32.3
7.0,42.0,19.6,48.0
6.0,34.0,7.1,15.4
6.0,30.0,3.1,8.4
9.0,60.0,50.3,207.5
6.0,28.0,3.1,8.2
7.0,30.0,12.6,26.8
8.0,50.0,28.3,93.6
8.0,50.0,28.3,72.0
8.0,26.0,7.1,18.3
6.0,22.0,7.1,12.5
15.0,48.0,12.6,65.3
6.0,53.0,28.3,77.0
6.0,48.0,12.6,24.2
7.0,26.0,12.6,27.2
6.0,18.0,7.1,14.1
8.0,27.0,7.1,16.5
8.0,29.0,7.1,18.0
10.0,47.0,28.3,100.4
10.0,47.0,28.3,100.4
8.0,41.0,28.3,72.3
8.0,28.0,12.6,27.8
8.0,41.0,28.3,67.6
14.0,60.0,7.1,38.4
13.0,60.0,12.6,52.4
8.0,65.0,19.6,74.0
19.0,85.0,113.1,493.6
6.0,65.0,19.6,58.0
7.0,51.0,19.6,56.2
10.0,70.0,7.1,25.6
15.0,58.0,19.6,79.1
15.0,58.0,19.6,94.5
13.0,60.0,227.0,686.1
6.0,38.0,63.6,174.4
12.0,80.0,63.6,403.9
10.0,43.0,12.6,42.3
10.0,48.0,12.6,44.0
10.0,41.0,12.6,44.5
10.0,63.0,12.6,55.2
10.0,63.0,28.3,106.3
10.0,70.0,38.5,158.0
10.0,66.0,38.5,154.8
10.0,66.0,38.5,201.0
10.0,58.0,38.5,192.0
7.0,41.0,12.6,32.3
7.0,51.0,12.6,45.3
12.0,68.0,28.3,128.8
9.0,54.0,12.6,43.2
9.0,47.0,7.1,23.1
12.0,53.0,19.6,90.8
9.0,61.0,63.6,340.0
9.0,58.0,12.6,53.5
9.0,71.0,63.6,358.7
7.0,28.0,7.1,20.6
3.0,21.0,7.1,9.6
15.0,100.0,113.1,550.3
8.0,60.0,63.6,318.4
6.0,29.0,12.6,17.5
3.0,9.0,0.8,1.5
8.0,48.0,12.6,29.9
21.0,62.0,50.3,255.1
21.0,62.0,50.3,240.4
21.0,80.0,50.3,279.1
23.0,86.0,50.3,252.8
11.0,48.0,28.3,86.2
11.0,71.0,38.5,116.5
8.0,36.0,12.6,27.1
8.0,41.0,28.3,63.9
11.0,60.0,28.3,71.8
25.0,100.0,50.3,343.8
6.0,48.0,113.1,330.1
16.0,70.0,50.3,236.1
18.0,50.0,28.3,158.4
6.0,50.0,113.1,424.3
25.0,80.0,28.3,200.1
21.0,62.0,19.6,109.3
26.0,130.0,254.5,831.6
23.0,80.0,63.6,334.6
9.0,36.0,38.5,112.9
22.0,50.0,28.3,146.9
18.0,70.0,50.3,208.5
24.0,100.0,113.1,494.3
6.0,29.0,113.1,250.0
6.0,30.0,113.1,209.4
13.0,60.0,38.5,143.6
17.0,50.0,28.3,112.5
13.0,32.0,38.5,95.2
20.0,110.0,78.5,462.5
5.0,13.0,3.1,7.9
3.0,7.0,0.8,1.6
20.0,47.0,7.1,54.0
20.0,47.0,12.6,82.9
15.0,78.0,50.3,228.9
6.0,25.0,7.1,16.4
8.0,45.0,19.6,63.2
6.0,26.0,7.1,14.1
6.0,35.0,28.3,61.7
6.0,24.0,7.1,16.6
18.0,43.0,12.6,58.9
16.0,32.0,7.1,36.0
19.0,35.0,12.6,58.2
19.0,40.0,12.6,65.3
19.0,40.0,12.6,65.3
17.0,35.0,38.5,171.5
19.0,50.0,19.6,75.3
22.0,100.0,78.5,428.9
22.0,78.0,50.3,236.5
7.0,21.0,7.1,16.0
14.0,35.0,12.6,43.1
21.0,85.0,153.9,493.2
6.0,21.0,28.3,51.5
6.0,15.0,28.3,49.2
22.0,78.0,50.3,285.7
16.0,50.0,19.6,59.7
22.0,82.0,50.3,290.8
6.0,30.0,28.3,62.8
8.0,60.0,50.3,165.3
8.0,60.0,50.3,220.4
23.0,70.0,153.9,405.6
19.0,60.0,78.5,260.9
6.0,25.0,28.3,71.2
4.0,19.0,3.1,7.2
19.0,63.0,50.3,240.4
22.0,63.0,78.5,364.4
19.0,36.0,19.6,81.1
18.0,63.0,95.0,336.8
4.0,18.0,7.1,9.5
4.0,12.0,7.1,10.0
8.0,58.0,113.1,460.6
24.0,97.0,113.1,460.9
23.0,100.0,153.9,479.3
15.0,45.0,28.3,128.7
6.0,35.0,95.0,379.1
4.0,26.0,28.3,59.1
4.0,41.0,19.6,34.9
5.0,15.0,3.1,6.3
6.0,14.0,7.1,14.1
6.5,12.0,4.9,9.3
6.0,14.0,7.1,13.3
6.5,12.0,4.9,10.5
6.0,14.0,7.1,11.7
6.5,12.0,7.1,13.8
6.5,11.0,4.9,9.0
8.0,15.0,7.1,14.7
6.0,11.0,4.9,8.1
5.0,7.0,1.8,4.3
6.0,10.0,16.7,28.6
6.5,13.0,7.1,13.4
6.5,13.0,7.1,14.2
6.5,13.0,7.1,13.4
4.0,3.0,7.1,5.3
4.0,4.0,7.1,7.1
3.5,6.0,7.1,8.0
6.0,13.0,7.1,13.8
4.0,4.5,12.6,12.8
8.0,11.0,7.1,10.3
5.0,7.0,7.1,7.2
4.0,18.7,7.1,12.3
4.0,5.0,4.9,5.8
4.0,4.0,4.9,4.4
6.0,11.0,7.1,12.3
6.0,11.0,7.1,9.4
5.0,4.0,3.1,3.8
5.0,4.0,7.1,6.8
5.0,4.0,7.1,7.2
5.0,5.0,7.1,7.8
5.0,5.0,7.1,7.3
5.0,5.0,7.1,7.3
5.0,5.0,7.1,6.8
5.0,5.0,7.1,8.3
5.0,5.0,7.1,6.8
6.0,14.0,7.1,13.3
6.0,14.0,7.1,10.9
5.0,5.0,7.1,6.4
5.0,5.0,7.1,8.3
5.0,5.0,7.1,8.3
6.0,12.0,7.1,13.4
6.0,12.0,7.1,10.3
5.0,5.0,7.1,8.3
5.0,5.0,7.1,8.3
5.0,6.0,7.1,8.8
8.0,27.0,17.8,43.4
2.5,3.0,3.1,3.4
4.0,5.0,4.9,5.8
4.5,5.0,4.9,5.7
3.5,3.0,3.1,3.5
4.5,6.0,4.9,5.3
3.5,4.0,4.9,4.0
4.0,5.0,4.9,4.8
6.5,115.0,9.6,28.4
3.5,1.6,3.1,2.8
4.5,1.3,4.9,3.3
5.5,11.0,4.9,8.3
6.5,13.0,9.6,18.5
6.0,11.0,7.1,11.5
6.0,11.0,7.1,12.9
4.0,5.0,1.8,3.5
6.5,12.0,7.1,13.8
6.0,12.0,7.1,11.8
6.0,12.0,7.1,10.3
7.0,14.0,9.6,15.1
6.0,7.0,3.1,5.1
5.5,8.0,7.1,9.8
4.0,3.0,4.9,4.8
3.5,4.0,3.1,3.8
4.0,4.0,1.8,2.7
6.5,12.0,7.1,12.2
7.0,12.0,7.1,14.3
6.0,12.0,7.1,12.6
3.0,3.0,3.1,2.6
6.0,6.0,7.1,6.9
5.0,8.0,1.8,4.2
3.0,6.0,3.1,4.0
3.0,5.0,3.1,3.5
4.0,4.0,3.1,3.1
5.0,5.0,7.1,6.4
5.0,10.0,7.1,9.9
4.0,4.0,4.9,4.7
7.0,13.0,12.6,19.0
7.0,15.0,7.1,12.8
6.0,13.0,7.1,13.7
5.0,13.0,7.1,12.8
9.0,12.0,12.6,25.5
6.0,13.0,7.1,11.4
6.0,13.0,7.1,13.7
6.0,13.0,7.1,13.7
6.0,13.0,7.1,13.7
5.0,10.0,3.1,4.3
6.0,12.0,7.1,13.3
4.0,3.0,1.8,2.6
6.0,2.9,7.1,8.5
6.0,14.0,12.6,18.4
6.0,14.0,12.6,22.5
9.0,16.0,19.6,42.0
5.0,9.0,3.1,5.3
9.0,14.0,12.6,28.6
9.0,14.0,12.6,23.7
9.0,16.0,19.6,44.7
4.0,6.0,7.1,8.2
3.0,4.0,1.8,1.9
3.0,5.0,1.8,2.1
4.0,5.0,3.1,3.8
3.0,5.0,1.8,2.7
4.0,8.0,3.1,5.3
3.0,5.0,3.1,4.1
4.0,3.0,3.1,2.8
12.0,55.0,63.6,180.9
13.0,40.0,28.3,101.5
13.0,40.0,28.3,115.6
13.0,40.0,28.3,122.7
13.0,46.0,28.3,99.2
7.0,42.0,28.3,92.1
9.0,48.0,50.3,210.4
7.0,41.0,28.3,79.5
8.0,44.0,28.3,98.1
9.0,41.0,38.5,163.3
9.0,50.0,113.1,454.7
16.0,38.0,19.6,62.3
7.0,27.0,63.6,167.5
7.0,22.0,63.6,145.0
8.0,31.0,63.6,167.9
8.0,31.0,63.6,167.9
14.0,49.0,63.6,211.2
14.0,43.0,63.6,259.6
14.0,43.0,63.6,293.3
18.0,46.0,95.0,339.4
17.0,38.0,38.5,111.5
18.0,46.0,38.5,208.4
18.0,25.0,153.9,405.3
18.0,46.0,38.5,172.5
15.0,42.0,95.0,378.1
14.0,49.0,50.3,265.5
14.0,43.0,78.5,345.5
14.0,56.0,113.1,484.2
3.5,10.0,1.8,3.6
3.5,10.0,1.8,3.3
6.0,7.0,1.8,3.5
4.0,7.0,3.1,4.0
5.0,9.0,3.1,5.1
4.0,9.0,7.1,6.5
12.0,30.0,78.5,299.4
10.0,8.9,95.0,223.5
11.0,28.0,78.5,270.4
5.0,16.0,19.6,34.9
16.0,30.0,113.1,355.3
16.0,30.0,113.1,273.6
15.0,30.0,78.5,280.9
6.0,20.0,12.6,23.2
10.0,28.0,50.3,196.8
11.0,28.0,78.5,251.0
10.0,30.0,50.3,201.6
11.0,28.0,50.3,203.3
10.0,25.0,78.5,284.6
8.0,24.0,19.6,39.9
8.0,24.0,50.3,94.0
10.0,25.0,50.3,124.6
6.0,17.0,19.6,50.8
9.0,20.0,28.3,89.8
8.0,15.0,7.1,20.3
8.0,12.0,7.1,14.4
8.0,20.0,12.6,28.9
8.0,10.0,12.6,29.4
8.0,14.0,28.3,71.0
5.0,20.0,3.1,7.6
6.0,25.0,7.1,12.8
6.0,25.0,12.6,28.1
6.0,20.0,12.6,24.5
10.0,28.0,78.5,186.3
10.0,25.0,19.6,64.4
3.0,3.0,3.1,3.4
6.0,15.0,12.6,21.6
5.0,4.0,0.8,1.8
6.0,12.0,7.1,13.3
7.0,15.0,12.6,23.0
6.0,12.0,7.1,13.3
6.0,13.0,7.1,13.7
6.0,14.0,12.6,23.9
5.0,8.0,3.1,5.1
6.0,11.0,7.1,12.9
4.0,4.0,0.8,1.6
6.0,10.0,7.1,8.3
6.0,8.0,7.1,7.7
7.0,10.0,7.1,10.3
5.0,12.0,12.6,15.5
5.0,10.0,7.1,7.8
6.0,17.0,7.1,14.3
4.0,8.0,7.1,9.1
4.0,4.0,12.6,10.8
4.0,8.0,7.1,9.1
5.0,8.0,7.1,8.1
5.0,10.0,12.6,18.9
5.0,8.0,7.1,8.1
4.0,5.0,12.6,13.0
5.0,20.0,12.6,20.0
6.0,35.0,28.3,65.8
6.0,32.0,28.3,77.0
6.0,31.0,28.3,67.4
4.0,18.0,7.1,8.1
5.0,35.0,38.5,103.9
5.0,25.0,38.5,97.9
5.0,25.0,38.5,97.9
5.0,28.0,38.5,63.6
5.0,26.0,38.5,62.0
7.0,53.0,12.6,30.2
7.0,48.0,12.6,27.4
16.0,65.0,38.5,139.2
17.0,76.0,78.5,354.9
6.0,27.0,19.6,43.7
6.0,19.0,28.3,42.0
16.0,45.0,28.3,134.8
12.0,48.0,95.0,295.7
16.0,45.0,28.3,111.5
7.0,60.0,78.5,206.5
17.0,62.0,78.5,292.3
22.0,70.0,50.3,275.0
22.0,70.0,50.3,275.0
24.0,85.0,95.0,349.1
24.0,85.0,95.0,401.2
24.0,98.0,113.1,377.9
5.0,20.0,28.3,53.1
5.0,20.0,28.3,49.9
7.0,65.0,50.3,162.7
26.0,100.0,113.1,384.1
26.0,100.0,153.9,447.2
25.0,87.0,95.0,356.1
25.0,87.0,95.0,462.4
12.0,28.0,12.6,37.7
12.0,39.0,38.5,116.3
21.0,78.0,95.0,327.1
16.0,88.0,176.7,503.2
7.0,70.0,78.5,283.2
5.0,20.0,28.3,43.4
18.0,35.0,19.6,77.7
26.0,110.0,254.5,693.9
6.0,25.0,78.5,268.2
7.0,70.0,19.6,41.1
6.0,45.0,63.6,218.3
23.0,100.0,113.1,378.9
4.0,22.0,7.1,9.3
6.0,20.0,63.6,145.1
6.0,20.0,63.6,164.0
26.0,100.0,113.1,470.1
18.0,35.0,19.6,73.2
11.0,70.0,38.5,140.1
6.0,28.0,28.3,56.5
22.0,58.0,28.3,149.5
26.0,90.0,113.1,480.6
15.0,48.0,28.3,94.9
11.0,70.0,38.5,107.9
12.0,42.0,50.3,241.5
12.0,42.0,50.3,186.0
5.0,22.0,95.0,264.8
8.0,61.0,95.0,296.7
13.0,52.0,50.3,223.7
13.0,41.0,28.3,123.7
3.0,8.0,0.8,2.1
7.0,21.0,19.6,46.9
17.0,43.0,28.3,110.8
17.0,43.0,12.6,51.8
5.0,15.0,7.1,10.8
5.0,25.0,95.0,277.1
8.0,45.0,28.3,85.8
9.0,50.0,63.6,201.4
3.0,8.0,0.8,1.9
6.0,21.0,7.1,12.3
3.0,8.0,0.8,1.9
6.0,21.0,7.1,11.6
3.0,8.0,0.8,1.9
6.0,21.0,7.1,11.6
6.0,21.0,7.1,10.2
6.0,21.0,7.1,9.5
6.0,21.0,7.1,10.2
4.0,15.0,0.8,3.5
6.0,42.0,28.3,80.7
14.0,67.0,63.6,231.9
14.0,38.0,63.6,214.5
8.0,60.0,38.5,129.1
18.0,45.0,113.1,407.9
28.0,85.0,153.9,414.4
16.0,68.0,28.3,124.4
25.0,100.0,153.9,399.6
6.0,28.0,50.3,147.5
11.0,46.0,19.6,43.9
11.0,46.0,19.6,53.7
6.0,26.0,19.6,36.5
5.0,26.0,7.1,15.5
22.0,90.0,63.6,340.0
24.0,90.0,176.7,676.2
19.0,80.0,95.0,322.6
11.0,53.0,78.5,260.5
4.0,32.0,7.1,13.1
6.0,29.0,12.6,28.1
22.0,100.0,153.9,437.6
22.0,100.0,153.9,357.6
15.0,30.0,28.3,89.0
5.0,60.0,7.1,23.6
5.0,40.0,7.1,13.6
9.0,42.0,28.3,71.8
5.0,18.0,12.6,14.5
5.0,18.0,12.6,16.4
6.0,43.0,12.6,28.9
20.0,90.0,201.1,614.1
14.0,65.0,201.1,629.2
11.0,53.0,78.5,276.4
4.0,22.0,7.1,11.8
4.0,22.0,7.1,12.5
4.0,22.0,7.1,11.8
4.0,22.0,7.1,12.5
4.0,22.0,7.1,10.4
5.0,22.0,28.3,57.1
5.0,22.0,28.3,44.0
5.0,22.0,28.3,50.5
5.0,22.0,28.3,57.1
5.0,22.0,28.3,50.5
5.0,22.0,28.3,47.2
5.0,20.0,28.3,50.5
5.0,20.0,28.3,54.0
5.0,20.0,28.3,50.5
5.0,20.0,28.3,61.0
3.0,20.0,28.3,53.2
6.0,34.0,50.3,162.9
7.0,46.0,95.0,341.1
7.0,36.0,63.6,259.1
5.0,28.0,12.6,16.6
11.0,38.0,78.5,234.4
6.0,26.0,50.3,162.4
6.0,31.0,50.3,133.0
6.0,31.0,50.3,143.0
4.0,25.0,7.1,8.9
3.0,15.0,12.6,25.3
3.0,15.0,12.6,23.8
3.0,15.0,12.6,19.5
7.0,36.0,63.6,214.5
7.0,38.0,28.3,65.9
7.0,38.0,28.3,58.4
7.0,38.0,28.3,65.9
9.0,65.0,95.0,306.9
9.0,65.0,95.0,267.1
6.0,16.0,12.6,22.2
5.0,21.0,12.6,19.2
8.0,24.0,28.3,67.2
3.0,15.0,7.1,14.4
7.0,24.0,28.3,72.5
7.0,21.0,28.3,69.1
7.0,35.0,28.3,82.8
7.0,22.0,28.3,70.3
7.0,16.0,28.3,62.8
7.0,30.0,28.3,73.9
7.0,24.0,28.3,60.0
7.0,24.0,28.3,45.4
7.0,24.0,28.3,63.6
7.0,24.0,28.3,68.3
7.0,24.0,28.3,82.5
7.0,24.0,28.3,63.6
7.0,24.0,28.3,68.3
7.0,24.0,28.3,82.5
14.0,38.0,28.3,87.0
14.0,34.0,28.3,88.8
14.0,38.0,28.3,87.0
7.0,24.0,28.3,68.3
7.0,24.0,28.3,68.3
16.0,60.0,38.5,144.0
21.0,56.0,63.6,284.8
21.0,56.0,63.6,284.8
21.0,86.0,63.6,374.4
16.0,50.0,38.5,144.4
6.0,20.0,28.3,65.2
6.0,20.0,28.3,57.7
6.0,20.0,28.3,50.2
6.0,20.0,28.3,50.2
6.0,20.0,28.3,65.2
6.0,20.0,28.3,63.4
7.0,24.0,28.3,72.5
7.0,24.0,28.3,64.1
7.0,24.0,28.3,72.5
7.0,24.0,28.3,72.5
6.0,20.0,28.3,63.4
9.0,24.0,28.3,79.5
9.0,28.0,28.3,87.1
6.0,22.0,12.6,20.7
5.0,15.0,7.1,11.9
6.0,22.0,12.6,26.9
6.0,22.0,12.6,24.7
8.0,35.0,28.3,89.9
8.0,35.0,28.3,84.8
8.0,28.0,28.3,78.3
16.0,70.0,63.6,387.2
24.0,70.0,63.6,347.3
24.0,70.0,63.6,287.5
26.0,70.0,19.6,149.0
26.0,70.0,78.5,383.9
26.0,70.0,50.3,259.2
26.0,70.0,50.3,313.1
26.0,60.0,50.3,228.4
4.0,16.0,7.1,12.4
21.0,47.0,19.6,128.2
26.0,60.0,50.3,228.4
8.0,22.0,28.3,54.9
5.0,18.0,12.6,28.7
5.0,18.0,12.6,25.4
5.0,30.0,12.6,32.4
6.0,35.0,28.3,74.1
6.0,25.0,28.3,80.5
6.0,25.0,28.3,85.5
6.0,25.0,28.3,65.8
6.0,25.0,28.3,85.5
6.0,25.0,28.3,80.5
6.0,25.0,28.3,65.8
6.0,25.0,28.3,65.8
6.0,25.0,12.6,28.4
6.0,35.0,12.6,32.0
6.0,35.0,12.6,33.9
16.0,60.0,95.0,281.5
6.0,25.0,7.1,16.8
6.0,20.0,7.1,10.9
6.0,20.0,7.1,11.6
6.0,25.0,28.3,85.5
6.0,25.0,28.3,80.5
6.0,25.0,28.3,54.5
8.0,38.0,113.1,393.2
6.0,35.0,113.1,378.5
6.0,35.0,50.3,154.2
14.0,35.0,28.3,102.3
6.0,18.0,28.3,48.7
6.0,15.0,7.1,12.4
11.0,25.0,28.3,79.0
6.0,18.0,28.3,63.3
6.0,18.0,28.3,63.3
9.0,28.0,28.3,85.0
14.0,38.0,28.3,111.7
14.0,44.0,78.5,315.7
11.0,29.0,28.3,83.3
11.0,34.0,50.3,170.1
9.0,29.0,38.5,124.2
14.0,38.0,28.3,97.2
3.0,6.0,0.8,1.9
3.0,6.0,0.8,1.1
3.0,6.0,0.8,0.9
3.0,6.0,0.8,1.2
3.0,6.0,0.8,1.8
3.0,6.0,0.8,0.9
3.0,6.0,0.8,1.2
3.0,6.0,0.8,1.9
3.0,6.0,0.8,1.7
3.0,6.0,0.8,1.8
3.0,6.0,0.8,1.5
3.0,6.0,0.8,1.9
3.0,123.0,7.1,17.9
3.0,123.0,7.1,23.7
3.0,123.0,7.1,22.7
3.0,123.0,7.1,23.7
3.0,123.0,7.1,29.7
3.0,123.0,7.1,15.5
3.0,123.0,7.1,24.3
3.0,123.0,7.1,28.0
3.0,123.0,7.1,24.6
3.0,123.0,7.1,29.7
3.0,123.0,7.1,26.3
3.0,123.0,7.1,22.7
3.0,123.0,7.1,22.7
3.0,123.0,7.1,22.7
3.0,123.0,7.1,30.5
3.0,123.0,7.1,28.4
3.0,123.0,7.1,28.0
3.0,123.0,7.1,28.0
3.0,123.0,7.1,31.5
3.0,123.0,7.1,25.1
8.0,44.0,28.3,95.2
4.0,8.0,3.1,3.8
6.0,38.0,28.3,54.1
7.0,50.0,19.6,63.7
7.0,50.0,19.6,63.7
7.0,50.0,19.6,56.4
7.0,50.0,19.6,63.7
4.0,8.0,0.8,2.2
8.0,44.0,28.3,84.3
8.0,44.0,28.3,95.2
8.0,44.0,28.3,89.7
10.0,58.0,38.5,127.0
4.0,8.0,0.8,2.1
4.0,8.0,0.8,2.2
5.0,22.0,7.1,12.8
5.0,22.0,7.1,13.6
5.0,30.0,38.5,95.0
10.0,63.0,50.3,194.2
10.0,63.0,50.3,194.2
5.0,15.0,7.1,14.3
6.0,18.0,38.5,89.8
6.0,18.0,38.5,83.9
6.0,25.0,12.6,25.8
5.0,15.0,7.1,14.3
5.0,15.0,7.1,12.7
3.0,15.0,7.1,13.2
7.0,28.0,28.3,72.1
6.0,28.0,28.3,48.3
6.0,25.0,28.3,72.9
6.0,25.0,28.3,68.4
6.0,25.0,28.3,77.3
6.0,25.0,28.3,64.0
6.0,25.0,28.3,59.6
6.0,25.0,28.3,68.4
4.0,16.0,3.1,6.5
6.0,25.0,19.6,45.5
3.0,15.0,3.1,5.3
18.0,65.0,113.1,421.8
18.0,50.0,50.3,285.0
5.0,21.0,12.6,26.8
5.0,30.0,12.6,30.4
5.0,28.0,12.6,31.5
5.0,28.0,12.6,31.5
5.0,28.0,12.6,26.1
5.0,28.0,12.6,31.5
5.0,28.0,3.1,7.3
9.0,32.0,12.6,33.0
12.0,48.0,12.6,39.7
12.0,32.0,3.1,12.5
12.0,55.0,28.3,81.0
8.0,32.0,38.5,123.4
8.0,32.0,38.5,139.4
21.0,150.0,201.1,747.8
6.0,41.0,95.0,415.6
19.0,50.0,113.1,385.7
11.0,40.0,12.6,29.3
4.0,10.0,0.8,2.5
8.0,28.0,50.3,152.1
6.0,25.0,12.6,31.8
6.0,25.0,12.6,27.7
6.0,25.0,12.6,29.8
6.0,25.0,12.6,27.7
6.0,25.0,12.6,29.8
6.0,25.0,12.6,31.8
6.0,25.0,12.6,31.8
6.0,25.0,12.6,31.8
6.0,25.0,12.6,36.0
6.0,25.0,12.6,36.0
6.0,25.0,12.6,27.7
6.0,25.0,12.6,36.0
6.0,25.0,12.6,36.0
6.0,25.0,12.6,36.0
4.0,23.0,12.6,18.7
13.0,44.0,132.7,470.0
13.0,44.0,132.7,470.0
6.0,16.0,19.6,31.7
8.0,25.0,19.6,44.1
8.0,32.0,19.6,54.4
12.0,34.0,50.3,160.5
12.0,34.0,50.3,171.7
12.0,30.0,50.3,185.6
6.0,15.0,12.6,19.7
4.0,19.0,3.1,7.3
4.0,19.0,3.1,6.3
4.0,19.0,3.1,7.2
4.0,19.0,3.1,7.2
4.0,19.0,3.1,7.6
4.0,19.0,3.1,6.7
6.0,31.0,7.1,11.6
4.0,35.0,3.1,6.9
5.0,22.0,7.1,13.7
5.0,38.0,7.1,18.3
16.0,70.0,38.5,142.9
16.0,70.0,38.5,162.7
16.0,50.0,19.6,64.2
5.0,29.0,38.5,97.2
5.0,25.0,38.5,75.7
14.0,48.0,38.5,176.4
14.0,29.0,0.8,5.2
7.0,35.0,19.6,51.4
8.0,58.0,63.6,217.4
5.0,18.0,7.1,10.8
9.0,34.0,19.6,58.8
5.0,35.0,7.1,16.7
6.0,33.0,12.6,27.2
6.0,21.0,19.6,42.1
6.0,28.0,19.6,41.3
8.0,36.0,19.6,63.4
4.0,15.0,3.1,5.5
6.0,35.0,78.5,267.6
4.0,18.0,3.1,7.1
3.0,14.0,3.1,5.4
6.0,18.0,0.8,4.4
11.0,42.0,28.3,95.3
7.0,58.0,50.3,171.2
4.0,42.0,38.5,93.4
8.0,36.0,12.6,28.9
8.0,36.0,12.6,27.2
8.0,38.0,12.6,26.0
4.0,24.0,7.1,14.0
5.0,19.0,12.6,24.9
5.0,19.0,12.6,24.9
5.0,19.0,12.6,20.6
5.0,19.0,12.6,24.9
4.0,19.0,7.1,10.7
4.0,19.0,7.1,11.5
4.0,19.0,7.1,13.0
4.0,19.0,7.1,13.0
4.0,19.0,7.1,10.0
4.0,19.0,7.1,13.3
4.0,19.0,7.1,13.3
5.0,19.0,12.6,19.2
5.0,19.0,12.6,24.9
5.0,19.0,12.6,24.9
5.0,25.0,12.6,13.6
5.0,25.0,12.6,17.6
5.0,25.0,12.6,13.6
5.0,25.0,12.6,14.6
5.0,25.0,12.6,16.6
3.0,10.0,0.8,2.5
3.0,10.0,0.8,2.5
3.0,10.0,0.8,2.0
2.0,10.0,7.1,10.4
2.0,10.0,7.1,9.5
5.0,32.0,12.6,18.7
5.0,32.0,12.6,28.2
5.0,21.0,12.6,24.3
5.0,24.0,12.6,25.1
5.0,24.0,12.6,26.6
5.0,24.0,12.6,26.6
5.0,32.0,12.6,29.9
4.0,25.0,12.6,22.3
4.0,25.0,12.6,23.7
4.0,25.0,12.6,21.0
13.0,37.0,19.6,59.4
15.0,50.0,28.3,100.4
14.0,40.0,28.3,94.0
5.0,19.0,12.6,25.2
5.0,19.0,12.6,26.8
5.0,19.0,12.6,23.7
